name,country,latitude,longitude,timezone,skill_level_min,skill_level_max,primary_airport_iata,region_major,slug,active
Aberdeen,"UK, East Scotland",57.164639439826,-2.0793342590332,Europe/London,beginner,intermediate,ABZ,Europe,aberdeen,True
Aberdeen Area Beach,Sierra Leone,8.4910697360278,-13.290882110596,UTC,beginner,intermediate,FNA,Other,aberdeen-area-beach,True
abersoch,"UK, North Wales and NW England",52.823797664671,-4.5067977905273,Europe/London,beginner,intermediate,VLY,Europe,abersoch,True
Aberta-A-Nova,"Portugal, South",38.1761,-8.7821583333333,Europe/Lisbon,intermediate,advanced,LIS,Europe,aberta-a-nova,True
Abrami Beach,"Greece, Greek Islands",37.173294832662,25.480148792267,UTC,beginner,intermediate,JNX,Other,abrami-beach,True
Abras,"Brazil, Fernando do Noronha",-3.8276018092756,-32.400580644608,America/Sao_Paulo,intermediate,advanced,FEN,South America,abras,True
Accra Beach - Rockley Beach,Barbados,13.072674908698,-59.590036869049,UTC,beginner,intermediate,BGI,Other,accra-beach---rockley-beach,True
Achadas da Cruz,Madeira,32.851074236901,-17.220082283022,UTC,intermediate,advanced,FNC,Other,achadas-da-cruz,True
Acid Drop,"Canary, Fuerte Ventura",28.74775223066,-13.933839797974,UTC,intermediate,advanced,FUE,Other,acid-drop,True
Acids,"Australia, NSW, Coal Coast",-34.411764714983,150.90359508991,Australia/Sydney,intermediate,advanced,WOL,Oceania,acids,True
Acropolis,"Greece, Greek Islands",36.096256229045,28.085389137268,UTC,intermediate,advanced,RHO,Other,acropolis,True
Admirals,"UK, East England",54.48927378547,-0.59042930603027,Europe/London,intermediate,advanced,MME,Europe,admirals,True
Adonis,Maldives,2.1840284347854,73.100430965423,UTC,intermediate,advanced,TMF,Asia,adonis,True
Adraga,"Portugal, Central Lisboa",38.803262951679,-9.4853210449219,Europe/Lisbon,intermediate,advanced,CAT,Europe,adraga,True
Adria,"Italy, Mainland",42.83333,12.83333,UTC,intermediate,advanced,PEG,Europe,adria,True
Affenrucken point,Namibia,-27.930720752659,15.67551612854,UTC,advanced,advanced,RHN,Other,affenrucken-point,True
Afulu,"Indonesia, Sumatra Islands",1.2597213423289,97.229862213135,Asia/Jakarta,advanced,advanced,GNS,Asia,afulu,True
Agamemnon/Kouloura Island,"Greece, Pelloponisos",36.806089202237,21.721343994141,UTC,intermediate,advanced,KLX,Other,agamemnon/kouloura-island,True
Agami,Egypt,31.127905409999,29.773292541504,UTC,intermediate,advanced,HBE,Other,agami,True
aganoa,Samoa Western,-13.775086552996,-172.28722214699,UTC,beginner,intermediate,MXS,Other,aganoa,True
Agate Beach,"USA, North West, Oregon Central",44.653634735462,-124.06293869019,America/Los_Angeles,beginner,intermediate,ONP,North America,agate-beach,True
Agate Beach North,"USA, North West, Oregon Central",44.672269464147,-124.06802415848,America/Los_Angeles,beginner,intermediate,ONP,North America,agate-beach-north,True
Agger,Denmark,56.724760627408,8.2212066650391,UTC,beginner,intermediate,TED,Europe,agger,True
Agia Fotia,"Greece, Crete Island",35.196059014707,26.150853931904,UTC,intermediate,advanced,JSH,Other,agia-fotia,True
Agios Dimitrios,"Greece, Pelloponisos",37.805079445237,23.851211071014,UTC,intermediate,advanced,ATH,Other,agios-dimitrios,True
Agios Giorgios - Corfu,"Greece, Ionian Sea",39.714977900366,19.681148529053,UTC,intermediate,advanced,CFU,Other,agios-giorgios---corfu,True
Aglayankaya,"Turkey, Black-Sea",41.175133104235,29.624741077423,UTC,intermediate,advanced,SAW,Other,aglayankaya,True
Agnes Water,"Australia, QLD, Central-Queensland",-24.2082987206,151.90894603729,Australia/Sydney,beginner,intermediate,GLT,Oceania,agnes-water,True
Agrili,"Greece, Pelloponisos",37.215616932872,21.597098708153,UTC,intermediate,advanced,KLX,Other,agrili,True
Aguçadoura,"Portugal, North Porto",41.430371882653,-8.7876892089844,Europe/Lisbon,intermediate,advanced,OPO,Europe,aguçadoura,True
Aguilar,"Spain, Asturias",43.555017530652,-6.1167132854462,Europe/Madrid,beginner,intermediate,OVD,Europe,aguilar,True
Agujas,"Costa Rica, Pacific South",9.7226987535235,-84.653928279877,UTC,intermediate,advanced,JAP,Central America,agujas,True
Ahogados,"Chile, Central Santiago",-33.398960177996,-71.70168042183,UTC,intermediate,advanced,VAP,South America,ahogados,True
Ahtony,Bulgaria,42.100903538971,27.94314622879,UTC,beginner,intermediate,BOJ,Other,ahtony,True
Aigrettes left,Reunion,-21.03700245061,55.216770172119,UTC,intermediate,advanced,RUN,Other,aigrettes-left,True
Aigrettes Right,Reunion,-21.034471454763,55.218060314655,UTC,intermediate,advanced,RUN,Other,aigrettes-right,True
Aiguadolc,"Spain, Mediterranean",41.23434893312,1.8285799026489,Europe/Madrid,beginner,intermediate,BCN,Europe,aiguadolc,True
Aileens,"Ireland, West",52.984100257323,-9.438929557801,UTC,advanced,advanced,INQ,Europe,aileens,True
Ain Diab Porte 15,"Morocco, North",33.58397348265,-7.6927015185356,Africa/Casablanca,beginner,intermediate,CMN,Africa,ain-diab-porte-15,True
Ain El Turk,Algeria,35.7377723171548,-0.735901594161987,UTC,beginner,intermediate,ORN,Other,ain-el-turk,True
Airport left,St Barthelemy,17.907141018684,-62.839522361755,UTC,intermediate,advanced,SBH,Other,airport-left,True
Airport right,Maldives,-0.70290051573316,73.1715631485,UTC,intermediate,advanced,GAN,Asia,airport-right,True
Airport Rights,"New Zealand, New Zealand NI, SW Coast",-41.337195167074,174.80711460114,Pacific/Auckland,intermediate,advanced,WLG,Oceania,airport-rights,True
Airport's,"Indonesia, Bali",-8.7451238820147,115.15032291412,Asia/Jakarta,intermediate,advanced,DPS,Asia,airport's,True
Aivados,"Portugal, South",37.806271187615,-8.7973852008581,Europe/Lisbon,beginner,intermediate,PRM,Europe,aivados,True
Aizkorri,"Spain, Pais Vasco",43.381970926981,-3.0167770385742,Europe/Madrid,intermediate,advanced,BIO,Europe,aizkorri,True
Ajo,"Spain, Cantabria",43.498915778885,-3.61323595047,Europe/Madrid,beginner,intermediate,SDR,Europe,ajo,True
Akabane Long Beach,"Japan, Shizuoka",34.6,137.2,UTC,beginner,intermediate,NGO,Asia,akabane-long-beach,True
Akaehama,"Japan, Kyushu",31.39304689477,131.07247352601,UTC,intermediate,advanced,KOJ,Asia,akaehama,True
Akkorokamui,"Australia, QLD, Gold Coast",-27.939806072151,153.43377113342,Australia/Sydney,advanced,advanced,SHQ,Oceania,akkorokamui,True
Aktau,Kazakhstan,43.620357021884,51.189225195265,UTC,beginner,intermediate,SCO,Other,aktau,True
Ala Moana,"Peru, Lima",-12.158970041003,-77.027689218521,UTC,intermediate,advanced,LIM,South America,ala-moana,True
Ala Moana Bowls,"USA, Hawaii, Oahu",21.280876928092,-157.84389138222,America/Los_Angeles,intermediate,advanced,HNL,North America,ala-moana-bowls,True
Ala Moana Courts,"USA, Hawaii, Oahu",21.290653925976,-157.85409986973,America/Los_Angeles,intermediate,advanced,HNL,North America,ala-moana-courts,True
Alabama Point,"USA, Gulf Coast, Alabama",30.270909835268,-87.559399008751,America/Los_Angeles,beginner,intermediate,GUF,North America,alabama-point,True
Alacati,Turkey,38.239056512811,26.310625076294,UTC,beginner,intermediate,JKH,Other,alacati,True
"Alanya, Keykubat",Turkey,36.539674164695,32.023429870605,UTC,beginner,intermediate,GZP,Other,alanya-keykubat,True
Alassio,"Italy, Mainland",44.004966212938,8.1728249788284,UTC,beginner,intermediate,MCM,Europe,alassio,True
Albatross,"South Africa, South J Bay",-34.01023007159,24.919867515564,Africa/Johannesburg,intermediate,advanced,PLZ,Africa,albatross,True
Albenga,"Italy, Mainland",44.041267596425,8.2237815856934,UTC,beginner,intermediate,GOA,Europe,albenga,True
Albufeira,"Portugal, Algarve",37.085635324957,-8.2486832141876,Europe/Lisbon,beginner,intermediate,FAO,Europe,albufeira,True
Alexandra Headlands,"Australia, QLD, Sunshine Coast",-26.67079655546,153.10962617397,Australia/Sydney,beginner,intermediate,MCY,Oceania,alexandra-headlands,True
Alfonsina,"Argentina, North",-37.993862916164,-57.542631626129,UTC,beginner,intermediate,MDQ,Other,alfonsina,True
alfonsita,Sao Tome,0.19355212618325,6.7029476165771,UTC,beginner,intermediate,TMS,Other,alfonsita,True
Algajola,"France, Corsica",42.608695487162,8.8683700561523,Europe/Paris,beginner,intermediate,CLY,Europe,algajola,True
alisitos,"Mexico, Baja Norte",32.119226378654,-116.88291527331,America/Mexico_City,beginner,intermediate,ESE,North America,alisitos,True
Allenhurst,"USA, North East, New Jersey",40.236327698893,-73.994915485382,America/Los_Angeles,beginner,intermediate,BLM,North America,allenhurst,True
allerton point,"USA, North East, Southern New England",42.307022535158,-70.881943702698,America/Los_Angeles,beginner,intermediate,BOS,North America,allerton-point,True
Almáciga,"Canary, Tenerife",28.572066666667,-16.192616666667,UTC,intermediate,advanced,TFN,Other,almáciga,True
Almagreira,"Portugal, Central Peniche",39.379027735574,-9.3146252632139,Europe/Lisbon,beginner,intermediate,LIS,Europe,almagreira,True
Almiros,"Greece, Crete Island",35.176781239347,25.709713697433,UTC,beginner,intermediate,JSH,Other,almiros,True
Alnes Lighthouse (Godoy),Norway,62.488538960577,5.9666061401367,UTC,beginner,intermediate,AES,Europe,alnes-lighthouse-(godoy),True
altafulla,"Spain, Mediterranean",41.134403262325,1.3844275474548,Europe/Madrid,beginner,intermediate,REU,Europe,altafulla,True
AlterSteinbeisser,Switzerland,46.994930103778,8.5987758636475,UTC,beginner,intermediate,BXO,Other,altersteinbeisser,True
Altona Pier,"Australia, VIC, Melbourne West",-37.873316282033,144.83029872179,Australia/Sydney,beginner,intermediate,KAH,Oceania,altona-pier,True
Alvor,"Portugal, Algarve",37.122411988878,-8.5964584350586,Europe/Lisbon,beginner,intermediate,PRM,Europe,alvor,True
alykes,"Greece, Ionian Sea",38.317955957945,21.426086425781,UTC,beginner,intermediate,GPA,Other,alykes,True
Ambila Lamentsa,Madagascar,-18.859285337885,49.149677753448,UTC,intermediate,advanced,VAT,Other,ambila-lamentsa,True
Ambleside Park,"Canada, West Coast",49.325010107876,-123.15171718597,UTC,beginner,intermediate,CXH,North America,ambleside-park,True
Amélie,"France, Gironde",45.485274460199,-1.1524701118469,Europe/Paris,beginner,intermediate,RYN,Europe,amélie,True
Ammes Beach,"Greece, Ionian Sea",38.109235478584,20.506925582886,UTC,beginner,intermediate,EFL,Other,ammes-beach,True
Amoreira,"Portugal, Algarve",37.350031857736,-8.8454961776733,Europe/Lisbon,beginner,intermediate,PRM,Europe,amoreira,True
Amorosa,"Portugal, North Porto",41.669321477922,-8.8240814208984,Europe/Lisbon,beginner,intermediate,OPO,Europe,amorosa,True
Amoudia Left,"Greece, Ionian Sea",39.237704574584,20.478000640869,UTC,intermediate,advanced,PVK,Other,amoudia-left,True
Anaël,"France, Brittany North",48.583449518456,-4.6751546859741,Europe/Paris,beginner,intermediate,BES,Europe,anaël,True
Anahola Bay,"USA, Hawaii, Kauai",22.147612069583,-159.30501937864,America/Los_Angeles,intermediate,advanced,HPV,North America,anahola-bay,True
Anamur,Turkey,36.092667096616,32.935810089111,UTC,intermediate,advanced,GZP,Other,anamur,True
Anaura Bay,"New Zealand, New Zealand NI, East Cape",-38.23180909926,178.31149578094,Pacific/Auckland,beginner,intermediate,GIS,Oceania,anaura-bay,True
Anchor point,"Morocco, South",30.545205447904,-9.7267091274261,Africa/Casablanca,intermediate,advanced,AGA,Africa,anchor-point,True
Anclote,"Mexico, Sinaloa-Nayarit",20.767871515293,-105.51999092102,America/Mexico_City,beginner,intermediate,PVR,North America,anclote,True
Anclote Island,"USA, Gulf Coast, Florida",28.203675373165,-82.825241088867,America/Los_Angeles,beginner,intermediate,CLW,North America,anclote-island,True
Anderson Street,"USA, California, Orange County",33.722858369584,-118.08087229729,America/Los_Angeles,beginner,intermediate,LGB,North America,anderson-street,True
Andrew molera state beach,"USA, California, Monterey",36.281082371641,-121.85778737068,America/Los_Angeles,beginner,intermediate,MRY,North America,andrew-molera-state-beach,True
Andros (Hora),"Greece, Aegean Sea",37.840546585318,24.93754863739,UTC,intermediate,advanced,JSY,Other,andros-(hora),True
Andys' Peak,"Australia, QLD",-16.972711518104,149.90719199181,Australia/Sydney,intermediate,advanced,,Oceania,andys'-peak,True
Aneho Beach,Togo,6.2288831603816,1.6067987680435,UTC,beginner,intermediate,LFW,Other,aneho-beach,True
Anglesea,"Australia, VIC, Melbourne West",-38.415644240658,144.1865336895,Australia/Sydney,beginner,intermediate,XCO,Oceania,anglesea,True
Anglet - Chambre d Amour,"France, Basque Country",43.494588519106,-1.5477848052979,Europe/Paris,beginner,intermediate,BIQ,Europe,anglet---chambre-d-amour,True
Anglet - La Barre,"France, Basque Country",43.526521996549,-1.52512550354,Europe/Paris,beginner,intermediate,BIQ,Europe,anglet---la-barre,True
Anglet - La Madrague,"France, Basque Country",43.511990624463,-1.5354359149933,Europe/Paris,beginner,intermediate,BIQ,Europe,anglet---la-madrague,True
Anglet - Le club,"France, Basque Country",43.499272316475,-1.5442811697721,Europe/Paris,beginner,intermediate,BIQ,Europe,anglet---le-club,True
Anglet - Le Furoncle,"France, Basque Country",43.527968873805,-1.5265256166458,Europe/Paris,beginner,intermediate,BIQ,Europe,anglet---le-furoncle,True
Anglet - Les Cavaliers,"France, Basque Country",43.523254726694,-1.5264129638672,Europe/Paris,beginner,intermediate,BIQ,Europe,anglet---les-cavaliers,True
Anglet - Les Sables d'Or,"France, Basque Country",43.501773467811,-1.5419054031373,Europe/Paris,beginner,intermediate,BIQ,Europe,anglet---les-sables-d'or,True
Anglet - Marinella,"France, Basque Country",43.504988304257,-1.5398307144642,Europe/Paris,beginner,intermediate,BIQ,Europe,anglet---marinella,True
Angourie Lefts,"Australia, NSW, North",-29.486528293482,153.36519241333,Australia/Sydney,intermediate,advanced,EVH,Oceania,angourie-lefts,True
Angourie Point,"Australia, NSW, North",-29.482194837303,153.36609363556,Australia/Sydney,intermediate,advanced,EVH,Oceania,angourie-point,True
Angras Juntas left,Namibia,-27.74803760412,15.54621219635,UTC,intermediate,advanced,RHN,Other,angras-juntas-left,True
Anjarle,"India, North-West",17.843985205741,73.087450146575,UTC,beginner,intermediate,RTC,Other,anjarle,True
Anjos,"Azores, Eastern group",37.005414377655,-25.156561732292,UTC,beginner,intermediate,SMA,Other,anjos,True
Ann bay,"Australia, TAS",-40.880654514106,144.70294609666,Australia/Sydney,beginner,intermediate,SIO,Oceania,ann-bay,True
Anna Maria Island,"USA, Gulf Coast, Florida",27.538679957346,-82.744345664978,America/Los_Angeles,beginner,intermediate,SRQ,North America,anna-maria-island,True
Anna Maria Island - Beach Streets,"USA, Gulf Coast, Florida",27.532781585779,-82.743186950684,America/Los_Angeles,beginner,intermediate,SRQ,North America,anna-maria-island---beach-streets,True
Annaba,Algeria,36.863141432953,7.7824401855469,UTC,intermediate,advanced,AAE,Other,annaba,True
Anne Avenue (St Francis Bay),"South Africa, South J Bay",-34.162954490049,24.833393096924,Africa/Johannesburg,intermediate,advanced,PLZ,Africa,anne-avenue-(st-francis-bay),True
Anne street reef,"Australia, QLD, Sunshine Coast",-26.778449286564,153.14012289047,Australia/Sydney,intermediate,advanced,CUD,Oceania,anne-street-reef,True
Annestown,"Ireland, South East",52.134330991635,-7.2829055786133,UTC,beginner,intermediate,WAT,Europe,annestown,True
Ano Nuevo,"USA, California, Santa Cruz",37.114472889827,-122.31130599976,America/Los_Angeles,intermediate,advanced,NUQ,North America,ano-nuevo,True
Anse à la barque,Guadeloupe,16.240716490396,-61.321134567261,UTC,beginner,intermediate,SFC,Other,anse-à-la-barque,True
Anse à la Bouelle,Guadeloupe,16.333483306775,-61.332120895386,UTC,beginner,intermediate,SFC,Other,anse-à-la-bouelle,True
Anse Banane,"Seychelles, La Digue",-4.3508616221605,55.848205089569,UTC,intermediate,advanced,PRI,Other,anse-banane,True
Anse Bertrand,Guadeloupe,16.472715586517,-61.511936187744,UTC,beginner,intermediate,PTP,Other,anse-bertrand,True
Anse Bourgainville,"Seychelles, Mahe",-4.7593649789947,55.52166223526,UTC,intermediate,advanced,SEZ,Other,anse-bourgainville,True
Anse Charpentier (right),Martinique,14.807828116388,-61.014740467072,UTC,intermediate,advanced,FDF,Other,anse-charpentier-(right),True
Anse Cocos,"Seychelles, La Digue",-4.3670366994987,55.851702690125,UTC,intermediate,advanced,PRI,Other,anse-cocos,True
Anse Couleuvre,Martinique,14.844004427128,-61.21946811676,UTC,intermediate,advanced,FDF,Other,anse-couleuvre,True
Anse des Cayes,St Barthelemy,17.911398157806,-62.843234539032,UTC,intermediate,advanced,SBH,Other,anse-des-cayes,True
Anse des Lézards,St Barthelemy,17.917166060902,-62.847145199776,UTC,intermediate,advanced,SBH,Other,anse-des-lézards,True
Anse du Brick,"France, Normandy",49.668836050314,-1.4872097969055,Europe/Paris,beginner,intermediate,CER,Europe,anse-du-brick,True
Anse du Ris,"France, Brittany South",48.09459164291,-4.306640625,Europe/Paris,beginner,intermediate,UIP,Europe,anse-du-ris,True
Anse Gaulette,"Seychelles, Mahe",-4.7605196970203,55.484089851379,UTC,intermediate,advanced,SEZ,Other,anse-gaulette,True
Anse Kerlan,"Seychelles, Pralin",-4.309384657439,55.683506727219,UTC,beginner,intermediate,PRI,Other,anse-kerlan,True
Anse Patates,"Seychelles, La Digue",-4.3376602763675,55.833849906921,UTC,beginner,intermediate,PRI,Other,anse-patates,True
Anse Royale,"Seychelles, Mahe",-4.7470906343883,55.521039962769,UTC,beginner,intermediate,SEZ,Other,anse-royale,True
Anse Salabouelle,Guadeloupe,16.326811493739,-61.305288076401,UTC,beginner,intermediate,SFC,Other,anse-salabouelle,True
Anse Sevére,"Seychelles, La Digue",-4.3398526716275,55.829772949219,UTC,beginner,intermediate,PRI,Other,anse-sevére,True
Anse Soleil,"Seychelles, Mahe",-4.7446368084524,55.465357303619,UTC,beginner,intermediate,SEZ,Other,anse-soleil,True
Anse st Martin,"France, Normandy",49.706571106456,-1.8890959024429,Europe/Paris,beginner,intermediate,ACI,Europe,anse-st-martin,True
Anse Trabaud,Martinique,14.406666601156,-60.848722457888,UTC,beginner,intermediate,FDF,Other,anse-trabaud,True
Ansedonia - Il Cartello,"Italy, Mainland",42.414633235653,11.27744436264,UTC,intermediate,advanced,GRS,Europe,ansedonia---il-cartello,True
Anson Bay,"Australia, NSW, North",-31.541089879586,159.07104492188,Australia/Sydney,beginner,intermediate,LDH,Oceania,anson-bay,True
Ansteys Beach,"South Africa, Durban",-29.925611712635,31.019167900085,Africa/Johannesburg,intermediate,advanced,VIR,Africa,ansteys-beach,True
Antalya,Turkey,36.84716096681,30.808721780777,UTC,beginner,intermediate,AYT,Other,antalya,True
Antenas,Sao Tome,0.29636802239488,6.7605037987232,UTC,beginner,intermediate,TMS,Other,antenas,True
Antigues Cape,Guadeloupe,16.434191729997,-61.539659500122,UTC,intermediate,advanced,PTP,Other,antigues-cape,True
Antiques,Maldives,0.28187027719828,73.445985317232,UTC,intermediate,advanced,RUL,Asia,antiques,True
Antlers beach,"Canada, East Coast",49.74052691281,-119.76136207581,UTC,beginner,intermediate,CBA,North America,antlers-beach,True
Anza,"Morocco, South",30.450301516492,-9.663119316101,Africa/Casablanca,intermediate,advanced,AGA,Africa,anza,True
Anzacs,"Australia, VIC, Melbourne East",-38.538053729395,145.33329606056,Australia/Sydney,intermediate,advanced,MBW,Oceania,anzacs,True
Aoshima beach break,"Japan, Kyushu",31.805133175948,131.46720886233,UTC,beginner,intermediate,KMI,Asia,aoshima-beach-break,True
