name,country,country_clean,state_province,region_detail,latitude,longitude,timezone,skill_level_min,skill_level_max,primary_airport_iata,region_major,slug,active
Porís de Abona,"Canary, Tenerife",Canary,,Tenerife,28.16125167,-16.42807961,UTC,intermediate,advanced,TFS,Other,porís-de-abona,TRUE
Porlackshöfn,Iceland,Iceland,,,63.85035384,-21.36154175,UTC,intermediate,advanced,RKV,Europe,porlackshöfn,TRUE
Porlock Weir Somerset,"UK, Devon North",UK,,Devon North,51.21982407,-3.626311719,Europe/London,beginner,intermediate,CWL,Europe,porlock-weir-somerset,TRUE
Pornichet,"France, Brittany South",France,,Brittany South,47.26379586,-2.347126007,Europe/Paris,beginner,intermediate,LBY,Europe,pornichet,TRUE
Pororoca,"Brazil, Maranhao",Brazil,,Maranhao,1.242601,-50.291972,America/Sao_Paulo,advanced,advanced,MCP,South America,pororoca,TRUE
Porpoise Bay,"New Zealand, New Zealand SI, Far South",New Zealand,New Zealand SI,Far South,-46.65438516,169.1049957,Pacific/Auckland,beginner,intermediate,IVC,Oceania,porpoise-bay,TRUE
Pors Ar Vag,"France, Brittany North",France,,Brittany North,48.16688687,-4.294109344,Europe/Paris,beginner,intermediate,UIP,Europe,pors-ar-vag,TRUE
Pors Carn,"France, Brittany South",France,,Brittany South,47.83136545,-4.354276657,Europe/Paris,beginner,intermediate,UIP,Europe,pors-carn,TRUE
Pors Poulhan,"France, Brittany South",France,,Brittany South,47.9847228,-4.465041161,Europe/Paris,beginner,intermediate,UIP,Europe,pors-poulhan,TRUE
Pors Theolen,"France, Brittany South",France,,Brittany South,48.06247875,-4.673051834,Europe/Paris,beginner,intermediate,UIP,Europe,pors-theolen,TRUE
Pors-ar-Villec,"France, Brittany North",France,,Brittany North,48.69452975,-3.648962975,Europe/Paris,beginner,intermediate,LAI,Europe,pors-ar-villec,TRUE
Pors-Nevez,"France, Brittany North",France,,Brittany North,48.81828082,-3.44889164,Europe/Paris,beginner,intermediate,LAI,Europe,pors-nevez,TRUE
Porsmilin,"France, Brittany North",France,,Brittany North,48.35527944,-4.678813219,Europe/Paris,beginner,intermediate,BES,Europe,porsmilin,TRUE
Port  Douglas,"Australia, QLD, Far North West",Australia,QLD,Far North West,-16.4795573,145.4602182,Australia/Sydney,intermediate,intermediate,CNS,Oceania,port--douglas,TRUE
Port Alfred,"South Africa, South East Port Elizabeth",South Africa,,South East Port Elizabeth,-33.60303907,26.90208435,Africa/Johannesburg,intermediate,advanced,AFD,Africa,port-alfred,TRUE
Port Aransas,"USA, Gulf Coast, Texas",USA,Gulf Coast,Texas,27.81782289,-97.05871582,America/Los_Angeles,beginner,intermediate,NGP,North America,port-aransas,TRUE
port beach,"Australia, WA, Perth City",Australia,WA,Perth City,-32.02954418,115.7460308,Australia/Sydney,beginner,intermediate,JFM,Oceania,port-beach,TRUE
Port de mataró,"Spain, Mediterranean",Spain,,Mediterranean,41.53736604,2.455004454,Europe/Madrid,beginner,intermediate,BCN,Europe,port-de-mataró,TRUE
Port Fairy,"Australia, VIC, Western Victoria",Australia,VIC,Western Victoria,-38.37995069,142.2455049,Australia/Sydney,intermediate,advanced,WMB,Oceania,port-fairy,TRUE
Port Geograph Bay,"Australia, WA, Margaret River North",Australia,WA,Margaret River North,-33.64777874,115.3413391,Australia/Sydney,intermediate,advanced,BQB,Oceania,port-geograph-bay,TRUE
"Port Geographe, Busseton","Australia, WA, Margaret River North",Australia,WA,Margaret River North,-33.62881546,115.3923869,Australia/Sydney,intermediate,advanced,BQB,Oceania,port-geographe-busseton,TRUE
Port Ginesta,"Spain, Mediterranean",Spain,,Mediterranean,41.25920263,1.930482388,Europe/Madrid,beginner,intermediate,BCN,Europe,port-ginesta,TRUE
Port Goret (Treveneuc),"France, Brittany North",France,,Brittany North,48.67044581,-2.862110138,Europe/Paris,beginner,intermediate,SBK,Europe,port-goret-(treveneuc),TRUE
Port Gregory,"Australia, WA, Kalbarri",Australia,WA,Kalbarri,-28.18763843,114.2353249,Australia/Sydney,intermediate,advanced,KAX,Oceania,port-gregory,TRUE
Port Kembla,"Australia, NSW, Coal Coast",Australia,NSW,Coal Coast,-34.49272781,150.9090614,Australia/Sydney,intermediate,advanced,WOL,Oceania,port-kembla,TRUE
Port louis,Guadeloupe,Guadeloupe,,,16.42968443,-61.53948784,UTC,beginner,intermediate,PTP,Other,port-louis,TRUE
Port Nolloth Reef,"South Africa, West Coast",South Africa,,West Coast,-29.27234291,16.86746836,Africa/Johannesburg,intermediate,advanced,KLZ,Africa,port-nolloth-reef,TRUE
Port Orford,"USA, North West, Oregon South",USA,North West,Oregon South,42.74158935,-124.4922397,America/Los_Angeles,intermediate,advanced,GOL,North America,port-orford,TRUE
Port Renfrew,"Canada, West Coast",Canada,,West Coast,48.56734998,-124.410038,UTC,intermediate,advanced,DUQ,North America,port-renfrew,TRUE
Port saplaya,"Spain, Mediterranean",Spain,,Mediterranean,39.51000693,-0.319282115,Europe/Madrid,beginner,intermediate,VLC,Europe,port-saplaya,TRUE
Port Shepstone,"South Africa, Hibiscous Coast",South Africa,,Hibiscous Coast,-30.74210501,30.46071053,Africa/Johannesburg,intermediate,advanced,MGH,Africa,port-shepstone,TRUE
Port st.joe cape,"USA, Gulf Coast, Florida",USA,Gulf Coast,Florida,29.81205077,-85.30274391,America/Los_Angeles,beginner,intermediate,AAF,North America,port-st.joe-cape,TRUE
porta do sol,"Brazil, Sao Paulo North Coast",Brazil,,Sao Paulo North Coast,-23.98133174,-46.37376308,America/Sao_Paulo,intermediate,advanced,SSZ,South America,porta-do-sol,TRUE
Portballintrae,"Ireland, North East and East",Ireland,,North East and East,55.2225123,-6.535663605,UTC,beginner,intermediate,LDY,Europe,portballintrae,TRUE
Portete,Ecuador,Ecuador,,,0.487469729,-80.04932642,UTC,intermediate,advanced,ESM,Other,portete,TRUE
Porth Beach,"UK, Cornwall West",UK,,Cornwall West,50.42534868,-5.062551498,Europe/London,beginner,intermediate,NQY,Europe,porth-beach,TRUE
porth ceiriad,"UK, North Wales and NW England",UK,,North Wales and NW England,52.79365379,-4.50053215,Europe/London,beginner,intermediate,VLY,Europe,porth-ceiriad,TRUE
Porthcurno and Logan Rock,"UK, Cornwall South",UK,,Cornwall South,50.04280926,-5.650062561,Europe/London,beginner,intermediate,LEQ,Europe,porthcurno-and-logan-rock,TRUE
Porthleven,"UK, Cornwall South",UK,,Cornwall South,50.08200549,-5.321234465,Europe/London,beginner,intermediate,PZE,Europe,porthleven,TRUE
Porthmeor,"UK, Cornwall West",UK,,Cornwall West,50.21586802,-5.482692719,Europe/London,beginner,intermediate,PZE,Europe,porthmeor,TRUE
Porthtowan,"UK, Cornwall West",UK,,Cornwall West,50.28496571,-5.24689436,Europe/London,beginner,intermediate,NQY,Europe,porthtowan,TRUE
Porticciolo,"Italy, Sicily Sardinia",Italy,,Sicily Sardinia,39.4046319,8.400249481,UTC,beginner,intermediate,DCI,Europe,porticciolo,TRUE
Portixeddu,"Italy, Sicily Sardinia",Italy,,Sicily Sardinia,39.44089942,8.409132957,UTC,intermediate,advanced,DCI,Europe,portixeddu,TRUE
Portman,"Spain, Mediterranean",Spain,,Mediterranean,37.57788201,-0.846118927,Europe/Madrid,beginner,intermediate,RMU,Europe,portman,TRUE
porto alegre,Sao Tome,Sao Tome,,,0.03588402,6.536414623,UTC,beginner,intermediate,TMS,Other,porto-alegre,TRUE
Porto Armando,"Italy, Sicily Sardinia",Italy,,Sicily Sardinia,39.20505613,9.312522411,UTC,intermediate,advanced,CAG,Europe,porto-armando,TRUE
Porto Batel,"Portugal, Central Peniche",Portugal,,Central Peniche,39.3225626,-9.359128475,Europe/Lisbon,intermediate,advanced,LIS,Europe,porto-batel,TRUE
Porto Covo,"Portugal, South",Portugal,,South,37.85499975,-8.794384003,Europe/Lisbon,beginner,intermediate,BYJ,Europe,porto-covo,TRUE
Porto da cruz,Madeira,Madeira,,,32.76868321,-16.82095885,UTC,beginner,intermediate,FNC,Other,porto-da-cruz,TRUE
Porto di Santa Marinella,"Italy, Mainland",Italy,,Mainland,42.03650647,11.875467,UTC,beginner,intermediate,FCO,Europe,porto-di-santa-marinella,TRUE
Porto Ferro,"Italy, Sicily Sardinia",Italy,,Sicily Sardinia,40.68480366,8.203010559,UTC,beginner,intermediate,AHO,Europe,porto-ferro,TRUE
Porto Giunco,"Italy, Sicily Sardinia",Italy,,Sicily Sardinia,39.1224031,9.525661469,UTC,beginner,intermediate,CAG,Europe,porto-giunco,TRUE
Porto Martins,"Azores, Central group",Azores,,Central group,38.67693344,-27.06207275,UTC,intermediate,advanced,TER,Other,porto-martins,TRUE
Porto Paglia,"Italy, Sicily Sardinia",Italy,,Sicily Sardinia,39.26887831,8.424878195,UTC,beginner,intermediate,DCI,Europe,porto-paglia,TRUE
Portonovo ( Ancona ),"Italy, Mainland",Italy,,Mainland,43.56133854,13.60193253,UTC,beginner,intermediate,AOI,Europe,portonovo-(-ancona-),TRUE
Portonovo ( Ancona ) (la nave),Italy,Italy,,,43.56472036,13.58974457,UTC,beginner,intermediate,AOI,Europe,portonovo-(-ancona-)-(la-nave),TRUE
Portreath,"UK, Cornwall West",UK,,Cornwall West,50.26125383,-5.289230347,Europe/London,intermediate,advanced,PZE,Europe,portreath,TRUE
Portrush,"Ireland, North East and East",Ireland,,North East and East,55.20512876,-6.652114391,UTC,intermediate,advanced,LDY,Europe,portrush,TRUE
Portsea Back Beach,"Australia, VIC, Melbourne East",Australia,VIC,Melbourne East,-38.33511752,144.7044039,Australia/Sydney,beginner,intermediate,AVV,Oceania,portsea-back-beach,TRUE
Portstewart,"Ireland, North East and East",Ireland,,North East and East,55.17161342,-6.744060516,UTC,intermediate,advanced,LDY,Europe,portstewart,TRUE
Porz Naye,"France, Brittany North",France,,Brittany North,48.28110812,-4.614429474,Europe/Paris,intermediate,advanced,BES,Europe,porz-naye,TRUE
Posties,"Australia, SA, East",Australia,SA,East,-38.04297086,140.6360722,Australia/Sydney,intermediate,advanced,MGB,Oceania,posties,TRUE
Posto 10 - Recreio,"Brazil, Rio de Janeiro City",Brazil,,Rio de Janeiro City,-23.02621777,-43.45803961,America/Sao_Paulo,intermediate,advanced,RRJ,South America,posto-10---recreio,TRUE
Posto 5 - Copacabana,"Brazil, Rio de Janeiro City",Brazil,,Rio de Janeiro City,-22.98391821,-43.18845749,America/Sao_Paulo,beginner,intermediate,SDU,South America,posto-5---copacabana,TRUE
Potatoe Point,"Australia, NSW, Far South",Australia,NSW,Far South,-36.09332598,150.1362419,Australia/Sydney,beginner,intermediate,MYA,Oceania,potatoe-point,TRUE
Potholes,"Australia, NSW, South Coast",Australia,NSW,South Coast,-35.40832508,150.4469705,Australia/Sydney,intermediate,advanced,NOA,Oceania,potholes,TRUE
Potima Point,Cyprus,Cyprus,,,34.8429719,32.38563538,UTC,intermediate,advanced,PFO,Other,potima-point,TRUE
Pottsville,"Australia, NSW, North",Australia,NSW,North,-28.38762496,153.5682678,Australia/Sydney,beginner,intermediate,OOL,Oceania,pottsville,TRUE
Pottuvil Point,Sri Lanka,Sri Lanka,,,6.876248848,81.84663646,UTC,intermediate,advanced,AYY,Asia,pottuvil-point,TRUE
Pounders,"USA, Hawaii, Oahu",USA,Hawaii,Oahu,21.63030329,-157.9209727,America/Los_Angeles,advanced,advanced,HHI,North America,pounders,TRUE
Pourville,"France, Normandy",France,,Normandy,49.9169809,1.028273106,Europe/Paris,beginner,intermediate,DPE,Europe,pourville,TRUE
Poverty Beach,"USA, North East, New Jersey",USA,North East,New Jersey,38.93223991,-74.94409561,America/Los_Angeles,beginner,intermediate,WWD,North America,poverty-beach,TRUE
Power Plant,"USA, Hawaii, Oahu",USA,Hawaii,Oahu,21.35593719,-158.1295037,America/Los_Angeles,advanced,advanced,JRF,North America,power-plant,TRUE
Pozuelo,Puerto Rico,Puerto Rico,,,17.93726548,-66.19400024,UTC,intermediate,advanced,PSE,Other,pozuelo,TRUE
Pracinha,"Brazil, Santa Catarina North",Brazil,,Santa Catarina North,-26.90188368,-48.64161372,America/Sao_Paulo,intermediate,advanced,NVT,South America,pracinha,TRUE
Prad ar Chastell,"France, Brittany South",France,,Brittany South,47.87201922,-4.360709684,Europe/Paris,intermediate,advanced,UIP,Europe,prad-ar-chastell,TRUE
Pradomar,"Colombia, Caribbean",Colombia,,Caribbean,11.0047144,-74.95280743,UTC,intermediate,advanced,BAQ,Other,pradomar,TRUE
Praia  Do  Francês,"Brazil, Sergipe-Alagoas",Brazil,,Sergipe-Alagoas,-9.772375157,-35.84517002,America/Sao_Paulo,beginner,intermediate,MCZ,South America,praia--do--francês,TRUE
Praia Azul,"Portugal, Central Peniche",Portugal,,Central Peniche,39.10955056,-9.395542145,Europe/Lisbon,beginner,intermediate,LIS,Europe,praia-azul,TRUE
praia branca,"Brazil, Sao Paulo South Coast",Brazil,,Sao Paulo South Coast,-23.86342829,-46.13079552,America/Sao_Paulo,beginner,intermediate,SSZ,South America,praia-branca,TRUE
Praia Brava,"Brazil, Santa Catarina",Brazil,,Santa Catarina,-27.39644118,-48.41413021,America/Sao_Paulo,intermediate,advanced,FLN,South America,praia-brava,TRUE
Praia Brava,"Brazil, Santa Catarina North",Brazil,,Santa Catarina North,-26.94165955,-48.62823486,America/Sao_Paulo,intermediate,advanced,NVT,South America,praia-brava,TRUE
Praia Brava,"Brazil, Florianopolis",Brazil,,Florianopolis,-27.40080379,-48.41340065,America/Sao_Paulo,intermediate,advanced,FLN,South America,praia-brava,TRUE
Praia Brava - Cabo Frio,"Brazil, Rio de Janeiro Norte",Brazil,,Rio de Janeiro Norte,-22.8845574,-41.99807167,America/Sao_Paulo,intermediate,advanced,CFB,South America,praia-brava---cabo-frio,TRUE
Praia Brava - Pontal do Atalaia,"Brazil, Rio de Janeiro Norte",Brazil,,Rio de Janeiro Norte,-22.98297,-42.02167511,America/Sao_Paulo,intermediate,advanced,CFB,South America,praia-brava---pontal-do-atalaia,TRUE
Praia Brava Guaratuba,"Brazil, Parana",Brazil,,Parana,-25.89281658,-48.56145859,America/Sao_Paulo,intermediate,advanced,PNG,South America,praia-brava-guaratuba,TRUE
Praia CDS,"Portugal, Central Lisboa",Portugal,,Central Lisboa,38.64461228,-9.242441654,Europe/Lisbon,beginner,intermediate,CAT,Europe,praia-cds,TRUE
Praia da Arda,"Portugal, North Porto",Portugal,,North Porto,41.76973733,-8.873251677,Europe/Lisbon,beginner,intermediate,VGO,Europe,praia-da-arda,TRUE
Praia da Areia Branca,"Portugal, Central Peniche",Portugal,,Central Peniche,39.26385891,-9.337177277,Europe/Lisbon,beginner,intermediate,LIS,Europe,praia-da-areia-branca,TRUE
Praia da Barra,"Portugal, North Beira",Portugal,,North Beira,40.64476373,-8.762626648,Europe/Lisbon,beginner,intermediate,OPO,Europe,praia-da-barra,TRUE
"Praia da Foz - Cabo Espichel, Sesimbra","Portugal, Central Lisboa",Portugal,,Central Lisboa,38.45377145,-9.199086428,Europe/Lisbon,beginner,intermediate,CAT,Europe,praia-da-foz---cabo-espichel-sesimbra,TRUE
Praia da leirosa,"Portugal, North Beira",Portugal,,North Beira,40.05629672,-8.892445564,Europe/Lisbon,beginner,intermediate,VSE,Europe,praia-da-leirosa,TRUE
Praia da Macumba,"Brazil, Rio de Janeiro City",Brazil,,Rio de Janeiro City,-23.03203097,-43.47560406,America/Sao_Paulo,intermediate,advanced,RRJ,South America,praia-da-macumba,TRUE
Praia da Nazaré,"Portugal, North Beira",Portugal,,North Beira,39.59980251,-9.075694084,Europe/Lisbon,advanced,advanced,LIS,Europe,praia-da-nazaré,TRUE
Praia da Rainha,"Portugal, Central Lisboa",Portugal,,Central Lisboa,38.61630043,-9.21851635,Europe/Lisbon,beginner,intermediate,CAT,Europe,praia-da-rainha,TRUE
Praia da Resende,"Brazil, Bahia Sul",Brazil,,Bahia Sul,-14.28388889,-38.98506944,America/Sao_Paulo,beginner,intermediate,MUU,South America,praia-da-resende,TRUE
Praia da Rocha,"Portugal, Algarve",Portugal,,Algarve,37.11488355,-8.533029556,Europe/Lisbon,intermediate,advanced,PRM,Europe,praia-da-rocha,TRUE
Praia da Saudade,"Brazil, Santa Catarina",Brazil,,Santa Catarina,-26.23060647,-48.49888802,America/Sao_Paulo,intermediate,advanced,JOI,South America,praia-da-saudade,TRUE
Praia da saude,"Portugal, Central Lisboa",Portugal,,Central Lisboa,38.62994649,-9.22755003,Europe/Lisbon,beginner,intermediate,CAT,Europe,praia-da-saude,TRUE
Praia da Sereia,"Portugal, North Porto",Portugal,,North Porto,41.11686597,-8.666152954,Europe/Lisbon,beginner,intermediate,OPO,Europe,praia-da-sereia,TRUE
Praia da Tocha,"Portugal, North Beira",Portugal,,North Beira,40.32909235,-8.84362936,Europe/Lisbon,beginner,intermediate,VSE,Europe,praia-da-tocha,TRUE
praia da torreira,"Portugal, North Porto",Portugal,,North Porto,40.76182097,-8.713359833,Europe/Lisbon,beginner,intermediate,OPO,Europe,praia-da-torreira,TRUE
Praia da Vagueira,"Portugal, North Beira",Portugal,,North Beira,40.5585802,-8.771939278,Europe/Lisbon,beginner,intermediate,OPO,Europe,praia-da-vagueira,TRUE
Praia da Vieira,"Portugal, North Beira",Portugal,,North Beira,39.87450441,-8.971924782,Europe/Lisbon,beginner,intermediate,LIS,Europe,praia-da-vieira,TRUE
Praia da Vieirinha,"Portugal, South",Portugal,,South,37.89501495,-8.797420263,Europe/Lisbon,beginner,intermediate,BYJ,Europe,praia-da-vieirinha,TRUE
Praia da Vila,"Brazil, Santa Catarina",Brazil,,Santa Catarina,-28.24114856,-48.65387678,America/Sao_Paulo,beginner,intermediate,JJG,South America,praia-da-vila,TRUE
Praia da Vitoria,"Azores, Central group",Azores,,Central group,38.71925227,-27.06046343,UTC,beginner,intermediate,TER,Other,praia-da-vitoria,TRUE
Praia das Maçãs,"Portugal, Central Lisboa",Portugal,,Central Lisboa,38.82516542,-9.470386505,Europe/Lisbon,beginner,intermediate,CAT,Europe,praia-das-maçãs,TRUE
Praia de Altura,"Portugal, Algarve",Portugal,,Algarve,37.17031977,-7.498362064,Europe/Lisbon,beginner,intermediate,FAO,Europe,praia-de-altura,TRUE
Praia de Camburi,"Brazil, Espirito Santo",Brazil,,Espirito Santo,-20.27580429,-40.27098656,America/Sao_Paulo,intermediate,advanced,VIX,South America,praia-de-camburi,TRUE
Praia de Cima,"Brazil, Santa Catarina",Brazil,,Santa Catarina,-28.49734968,-48.74875188,America/Sao_Paulo,beginner,intermediate,JJG,South America,praia-de-cima,TRUE
Praia de Faro,"Portugal, Algarve",Portugal,,Algarve,37.00681949,-7.995654345,Europe/Lisbon,beginner,intermediate,FAO,Europe,praia-de-faro,TRUE
Praia de Mira,"Portugal, North Beira",Portugal,,North Beira,40.45612358,-8.803739548,Europe/Lisbon,beginner,intermediate,VSE,Europe,praia-de-mira,TRUE
Praia de Moledo,"Portugal, North Porto",Portugal,,North Porto,41.84786192,-8.867055774,Europe/Lisbon,beginner,intermediate,VGO,Europe,praia-de-moledo,TRUE
"Praia de Pernambuco (Pernambuco Beach, in Guaruja)","Brazil, Sao Paulo South Coast",Brazil,,Sao Paulo South Coast,-23.96343076,-46.18403435,America/Sao_Paulo,intermediate,intermediate,SSZ,South America,praia-de-pernambuco-(pernambuco-beach-in-guaruja),TRUE
praia de unamar,"Brazil, Rio de Janeiro Norte",Brazil,,Rio de Janeiro Norte,-22.60952431,-41.99776053,America/Sao_Paulo,beginner,intermediate,BZC,South America,praia-de-unamar,TRUE
Praia do amado,"Portugal, Algarve",Portugal,,Algarve,37.16664353,-8.904461861,Europe/Lisbon,beginner,intermediate,PRM,Europe,praia-do-amado,TRUE
Praia do aterro,"Portugal, North Porto",Portugal,,North Porto,41.20938085,-8.715569973,Europe/Lisbon,beginner,intermediate,OPO,Europe,praia-do-aterro,TRUE
Praia do Barbas,"Portugal, Central Lisboa",Portugal,,Central Lisboa,38.64100896,-9.24156189,Europe/Lisbon,beginner,intermediate,CAT,Europe,praia-do-barbas,TRUE
Praia do Bispo,"Brazil, Santa Catarina North",Brazil,,Santa Catarina North,-26.46924765,-48.60705614,America/Sao_Paulo,beginner,intermediate,JOI,South America,praia-do-bispo,TRUE
Praia do Bordeira,"Portugal, Algarve",Portugal,,Algarve,37.20086843,-8.903388977,Europe/Lisbon,beginner,intermediate,PRM,Europe,praia-do-bordeira,TRUE
Praia do Cassino,"Brazil, Rio Grande do Sul",Brazil,,Rio Grande do Sul,-32.17833677,-52.14214325,America/Sao_Paulo,intermediate,advanced,RIG,South America,praia-do-cassino,TRUE
Praia do Cerro,"Portugal, Central Peniche",Portugal,,Central Peniche,39.36275493,-9.368612766,Europe/Lisbon,beginner,intermediate,LIS,Europe,praia-do-cerro,TRUE
Praia do Chaves,Cape Verde,Cape Verde,,,16.14189767,-22.90709496,UTC,beginner,intermediate,BVC,Other,praia-do-chaves,TRUE
Praia do Diabo,"Brazil, Rio de Janeiro City",Brazil,,Rio de Janeiro City,-22.98881718,-43.18914413,America/Sao_Paulo,intermediate,advanced,SDU,South America,praia-do-diabo,TRUE
Praia do Felix,"Brazil, Sao Paulo North Coast",Brazil,,Sao Paulo North Coast,-23.38933396,-44.97240543,America/Sao_Paulo,beginner,intermediate,UBT,South America,praia-do-felix,TRUE
Praia do Foguete - Cabo Frio,"Brazil, Rio de Janeiro Norte",Brazil,,Rio de Janeiro Norte,-22.92973628,-42.03775227,America/Sao_Paulo,intermediate,advanced,CFB,South America,praia-do-foguete---cabo-frio,TRUE
Praia do forte,"Brazil, Bahia North Coast",Brazil,,Bahia North Coast,-12.73441452,-38.14444542,America/Sao_Paulo,beginner,intermediate,SSA,South America,praia-do-forte,TRUE
Praia do Forte,"Brazil, Florianopolis",Brazil,,Florianopolis,-27.43074682,-48.51965904,America/Sao_Paulo,beginner,intermediate,FLN,South America,praia-do-forte,TRUE
Praia do Forte,"Brazil, Santa Catarina North",Brazil,,Santa Catarina North,-26.16330559,-48.53322029,America/Sao_Paulo,beginner,intermediate,JOI,South America,praia-do-forte,TRUE
Praia do Forte - Cabo Frio,"Brazil, Rio de Janeiro Norte",Brazil,,Rio de Janeiro Norte,-22.8854,-42.01398611,America/Sao_Paulo,intermediate,advanced,CFB,South America,praia-do-forte---cabo-frio,TRUE
Praia do meco,"Portugal, Central Lisboa",Portugal,,Central Lisboa,38.49017802,-9.185943604,Europe/Lisbon,beginner,intermediate,CAT,Europe,praia-do-meco,TRUE
Praia do Morro,"Brazil, Sergipe-Alagoas",Brazil,,Sergipe-Alagoas,-9.327168738,-35.43853104,America/Sao_Paulo,intermediate,advanced,MCZ,South America,praia-do-morro,TRUE
Praia do Norte,"Azores, Central group",Azores,,Central group,38.77730566,-27.08704948,UTC,beginner,intermediate,TER,Other,praia-do-norte,TRUE
Praia do Norte,"Portugal, Central Ericeira",Portugal,,Central Ericeira,38.96664985,-9.420433044,Europe/Lisbon,beginner,intermediate,CAT,Europe,praia-do-norte,TRUE
Praia do Norte,"Portugal, North Beira",Portugal,,North Beira,39.6105815,-9.085950851,Europe/Lisbon,beginner,intermediate,LIS,Europe,praia-do-norte,TRUE
Praia do Osso da Baleia,"Portugal, North Beira",Portugal,,North Beira,40.00312803,-8.914031982,Europe/Lisbon,beginner,intermediate,VSE,Europe,praia-do-osso-da-baleia,TRUE
Praia do PEGO,"Portugal, South",Portugal,,South,38.29205864,-8.776574135,Europe/Lisbon,beginner,intermediate,LIS,Europe,praia-do-pego,TRUE
praia do rock,"Portugal, North Porto",Portugal,,North Porto,41.35566804,-8.755363226,Europe/Lisbon,beginner,intermediate,OPO,Europe,praia-do-rock,TRUE
Praia do sape,"Brazil, Sao Paulo North Coast",Brazil,,Sao Paulo North Coast,-23.53196306,-45.22230148,America/Sao_Paulo,beginner,intermediate,UBT,South America,praia-do-sape,TRUE
Praia do Silveira,"Brazil, Santa Catarina",Brazil,,Santa Catarina,-28.03906914,-48.60686302,America/Sao_Paulo,intermediate,advanced,FLN,South America,praia-do-silveira,TRUE
Praia do Sol,"Brazil, Santa Catarina North",Brazil,,Santa Catarina North,-26.67996164,-48.68816614,America/Sao_Paulo,beginner,intermediate,NVT,South America,praia-do-sol,TRUE
Praia do Tabuleiro,"Brazil, Santa Catarina North",Brazil,,Santa Catarina North,-26.643014,-48.6820507,America/Sao_Paulo,beginner,intermediate,NVT,South America,praia-do-tabuleiro,TRUE
Praia do Telheiro,"Portugal, Algarve",Portugal,,Algarve,37.04572384,-8.979306221,Europe/Lisbon,beginner,intermediate,PRM,Europe,praia-do-telheiro,TRUE
Praia dos Açores,"Brazil, Santa Catarina",Brazil,,Santa Catarina,-27.7847583,-48.52598906,America/Sao_Paulo,beginner,intermediate,FLN,South America,praia-dos-açores,TRUE
Praia dos Algodoes,"Brazil, Bahia Sul",Brazil,,Bahia Sul,-14.0775,-38.95444444,America/Sao_Paulo,beginner,intermediate,MUU,South America,praia-dos-algodoes,TRUE
Praia dos Amores,"Brazil, Santa Catarina North",Brazil,,Santa Catarina North,-26.95719109,-48.62922192,America/Sao_Paulo,beginner,intermediate,NVT,South America,praia-dos-amores,TRUE
Praia dos Mosteiros,"Azores, Eastern group",Azores,,Eastern group,37.88833456,-25.8251431,UTC,beginner,intermediate,PDL,Other,praia-dos-mosteiros,TRUE
Praia Formosa,Madeira,Madeira,,,32.64013829,-16.9530201,UTC,beginner,intermediate,FNC,Other,praia-formosa,TRUE
Praia Grande,"Portugal, Central Lisboa",Portugal,,Central Lisboa,38.81483364,-9.478540421,Europe/Lisbon,beginner,intermediate,CAT,Europe,praia-grande,TRUE
Praia Grande (PG),"Brazil, Sao Paulo North Coast",Brazil,,Sao Paulo North Coast,-23.47883471,-45.06729126,America/Sao_Paulo,beginner,intermediate,UBT,South America,praia-grande-(pg),TRUE
Praia Grande - Arraial do Cabo,"Brazil, Rio de Janeiro Norte",Brazil,,Rio de Janeiro Norte,-22.97532484,-42.03384161,America/Sao_Paulo,beginner,intermediate,CFB,South America,praia-grande---arraial-do-cabo,TRUE
Praia Grande North,"Brazil, Sao Paulo North Coast",Brazil,,Sao Paulo North Coast,-23.46749789,-45.06205559,America/Sao_Paulo,beginner,intermediate,UBT,South America,praia-grande-north,TRUE
"Praia Grande, São Francisco do Sul","Brazil, Santa Catarina North",Brazil,,Santa Catarina North,-26.23588031,-48.50260019,America/Sao_Paulo,beginner,intermediate,JOI,South America,praia-grande-são-francisco-do-sul,TRUE
Praia Melão,Sao Tome,Sao Tome,,,0.300403351,6.753259152,UTC,beginner,intermediate,TMS,Other,praia-melão,TRUE
Praia Mole,"Brazil, Florianopolis",Brazil,,Florianopolis,-27.60247628,-48.43258381,America/Sao_Paulo,intermediate,advanced,FLN,South America,praia-mole,TRUE
Praia Morrungulo,Mozambique,Mozambique,,,-23.23219738,35.49448729,UTC,intermediate,advanced,INH,Other,praia-morrungulo,TRUE
Praia Negra,Cape Verde,Cape Verde,,,14.91595529,-23.50539923,UTC,intermediate,advanced,RAI,Other,praia-negra,TRUE
PRAIA NOVA,"Portugal, Algarve",Portugal,,Algarve,37.09614477,-8.388630152,Europe/Lisbon,beginner,intermediate,PRM,Europe,praia-nova,TRUE
Praia Paredes,"Portugal, North Beira",Portugal,,North Beira,39.70097944,-9.048786163,Europe/Lisbon,beginner,intermediate,LIS,Europe,praia-paredes,TRUE
Praia Pequena,"Portugal, Central Lisboa",Portugal,,Central Lisboa,38.8203508,-9.474377632,Europe/Lisbon,beginner,intermediate,CAT,Europe,praia-pequena,TRUE
Praia Santa Barbara (Ribeira Grande),"Azores, Eastern group",Azores,,Eastern group,37.81884967,-25.5443244,UTC,intermediate,advanced,PDL,Other,praia-santa-barbara-(ribeira-grande),TRUE
